"","X","screen_name","username","user_id","tweet_id","tweet_url","timestamp","timestamp_epochs","text","text_html","links","hashtags","has_media","img_urls","video_url","likes","retweets","replies","is_replied","is_reply_to","parent_tweet_id","reply_to_users","data$tweet_id"
"144",149,"Joanne1225","Joanne Sgrignoli",33878714,1244737056309497856,"/Joanne1225/status/1244737056309497856","2020-03-30 21:23:34",1585603414,"So, House Democrats are upset that President Trump refers to Covid-19 as the Chinese Chinese virus because it strikes an anti-Asian sentiment.

Just STOP with the ABSURDITY, @SpeakerPelosi & Co.!  There are REAL issues that need attention & this is not one of them.","<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en"">So, House Democrats are upset that President Trump refers to Covid-19 as the Chinese Chinese <strong>virus</strong> because it strikes an <strong>anti</strong>-<strong>Asian</strong> sentiment.

Just STOP with the ABSURDITY, <a class=""twitter-atreply pretty-link js-nav"" data-mentioned-user-id=""15764644"" dir=""ltr"" href=""/SpeakerPelosi""><s>@</s><b>SpeakerPelosi</b></a> &amp; Co.!  There are REAL issues that need attention &amp; this is not one of them.</p>","[]","[]","False","[]",NA,1,0,2,"True","False",NA,"[]",1244737056309497856
"145",150,"EileenChoffnes","Dr. Eileen Choffnes",407093806,1244730360778444800,"/EileenChoffnes/status/1244730360778444800","2020-03-30 20:56:58",1585601818,"House Democrats say Trump has stoked anti-Asian sentiment with references to the “Chinese virus.”","<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en"">House Democrats say Trump has stoked <strong>anti</strong>-<strong>Asian</strong> sentiment with references to the “Chinese <strong>virus</strong>.”</p>","[]","[]","False","[]",NA,2,0,0,"False","False",NA,"[]",1244730360778444800
"146",151,"setochungster","Chung Seto",247469623,1244692212564312064,"/setochungster/status/1244692212564312065","2020-03-30 18:25:23",1585592723,"Outrageous! Demanding @SenTomCotton to stop using ‘China Virus!’ We’ve seen 650+ cases of anti-Asian American attacks & FBI is warning of more attacks! It’s this racist language that puts Asians in danger! @yuhline @LiuNewYork @rontkim @CM_MargaretChin @CMPeterKoo @QueensBP2020pic.twitter.com/AD0Y8Wn5Tg","<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en"">Outrageous! Demanding <a class=""twitter-atreply pretty-link js-nav"" data-mentioned-user-id=""968650362"" dir=""ltr"" href=""/SenTomCotton""><s>@</s><b>SenTomCotton</b></a> to stop using ‘China <strong>Virus</strong>!’ We’ve seen 650+ cases of <strong>anti</strong>-<strong>Asian</strong> American attacks &amp; FBI is warning of more attacks! It’s this racist language that puts Asians in danger! <a class=""twitter-atreply pretty-link js-nav"" data-mentioned-user-id=""115576195"" dir=""ltr"" href=""/yuhline""><s>@</s><b>yuhline</b></a> <a class=""twitter-atreply pretty-link js-nav"" data-mentioned-user-id=""18699572"" dir=""ltr"" href=""/LiuNewYork""><s>@</s><b>LiuNewYork</b></a> <a class=""twitter-atreply pretty-link js-nav"" data-mentioned-user-id=""22524908"" dir=""ltr"" href=""/rontkim""><s>@</s><b>rontkim</b></a> <a class=""twitter-atreply pretty-link js-nav"" data-mentioned-user-id=""40315296"" dir=""ltr"" href=""/CM_MargaretChin""><s>@</s><b>CM_MargaretChin</b></a> <a class=""twitter-atreply pretty-link js-nav"" data-mentioned-user-id=""921580826"" dir=""ltr"" href=""/CMPeterKoo""><s>@</s><b>CMPeterKoo</b></a> <a class=""twitter-atreply pretty-link js-nav"" data-mentioned-user-id=""1017462800464187394"" dir=""ltr"" href=""/QueensBP2020""><s>@</s><b>QueensBP2020</b></a><a class=""twitter-timeline-link u-hidden"" data-pre-embedded=""true"" dir=""ltr"" href=""https://t.co/AD0Y8Wn5Tg"">pic.twitter.com/AD0Y8Wn5Tg</a></p>","[]","[]","True","['https://pbs.twimg.com/media/EUYI927WAAU3hlT.jpg']",NA,4,2,1,"True","False",NA,"[]",1244692212564312064
"147",152,"setochungster","Chung Seto",247469623,1244691804085248000,"/setochungster/status/1244691804085248002","2020-03-30 18:23:46",1585592626,"Outrageous! Demanding @SenTomCotton to stop using ‘China Virus!’ We’ve seen 650+ cases of anti-Asian American attacks & FBI is warning of more attacks! It’s this racist language that puts Asians in danger! @OCANational @aapidemocrats @originalspin @WashTheHate @AAFederationpic.twitter.com/ZbizNLAmZw","<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en"">Outrageous! Demanding <a class=""twitter-atreply pretty-link js-nav"" data-mentioned-user-id=""968650362"" dir=""ltr"" href=""/SenTomCotton""><s>@</s><b>SenTomCotton</b></a> to stop using ‘China <strong>Virus</strong>!’ We’ve seen 650+ cases of <strong>anti</strong>-<strong>Asian</strong> American attacks &amp; FBI is warning of more attacks! It’s this racist language that puts Asians in danger! <a class=""twitter-atreply pretty-link js-nav"" data-mentioned-user-id=""45869761"" dir=""ltr"" href=""/OCANational""><s>@</s><b>OCANational</b></a> <a class=""twitter-atreply pretty-link js-nav"" data-mentioned-user-id=""3003891930"" dir=""ltr"" href=""/aapidemocrats""><s>@</s><b>aapidemocrats</b></a> <a class=""twitter-atreply pretty-link js-nav"" data-mentioned-user-id=""14278608"" dir=""ltr"" href=""/originalspin""><s>@</s><b>originalspin</b></a> <a class=""twitter-atreply pretty-link js-nav"" data-mentioned-user-id=""1238181941070962688"" dir=""ltr"" href=""/WashTheHate""><s>@</s><b>WashTheHate</b></a> <a class=""twitter-atreply pretty-link js-nav"" data-mentioned-user-id=""1347553928"" dir=""ltr"" href=""/AAFederation""><s>@</s><b>AAFederation</b></a><a class=""twitter-timeline-link u-hidden"" data-pre-embedded=""true"" dir=""ltr"" href=""https://t.co/ZbizNLAmZw"">pic.twitter.com/ZbizNLAmZw</a></p>","[]","[]","True","['https://pbs.twimg.com/media/EUYImJOXgAAl3qo.jpg']",NA,5,0,0,"False","False",NA,"[]",1244691804085248000
"148",153,"setochungster","Chung Seto",247469623,1244690325043580928,"/setochungster/status/1244690325043580930","2020-03-30 18:17:53",1585592273,"Outrageous! Demanding @SenTomCotton to stop using ‘China Virus!’ We’ve seen 650+ cases of anti-Asian American attacks & FBI is warning of more attacks! It’s this racist language that puts Asians in danger! @RepJudyChu @tedlieu @maziehirono @NAACP @TheDemocrats @RepKarenBasspic.twitter.com/hTOPXi6AGH","<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en"">Outrageous! Demanding <a class=""twitter-atreply pretty-link js-nav"" data-mentioned-user-id=""968650362"" dir=""ltr"" href=""/SenTomCotton""><s>@</s><b>SenTomCotton</b></a> to stop using ‘China <strong>Virus</strong>!’ We’ve seen 650+ cases of <strong>anti</strong>-<strong>Asian</strong> American attacks &amp; FBI is warning of more attacks! It’s this racist language that puts Asians in danger! <a class=""twitter-atreply pretty-link js-nav"" data-mentioned-user-id=""193732179"" dir=""ltr"" href=""/RepJudyChu""><s>@</s><b>RepJudyChu</b></a> <a class=""twitter-atreply pretty-link js-nav"" data-mentioned-user-id=""21059255"" dir=""ltr"" href=""/tedlieu""><s>@</s><b>tedlieu</b></a> <a class=""twitter-atreply pretty-link js-nav"" data-mentioned-user-id=""92186819"" dir=""ltr"" href=""/maziehirono""><s>@</s><b>maziehirono</b></a> <a class=""twitter-atreply pretty-link js-nav"" data-mentioned-user-id=""44988185"" dir=""ltr"" href=""/NAACP""><s>@</s><b>NAACP</b></a> <a class=""twitter-atreply pretty-link js-nav"" data-mentioned-user-id=""14377605"" dir=""ltr"" href=""/TheDemocrats""><s>@</s><b>TheDemocrats</b></a> <a class=""twitter-atreply pretty-link js-nav"" data-mentioned-user-id=""239949176"" dir=""ltr"" href=""/RepKarenBass""><s>@</s><b>RepKarenBass</b></a><a class=""twitter-timeline-link u-hidden"" data-pre-embedded=""true"" dir=""ltr"" href=""https://t.co/hTOPXi6AGH"">pic.twitter.com/hTOPXi6AGH</a></p>","[]","[]","True","['https://pbs.twimg.com/media/EUYHPJPXQAcvyXl.jpg']",NA,1,0,0,"False","False",NA,"[]",1244690325043580928
"149",154,"setochungster","Chung Seto",247469623,1244689691175247872,"/setochungster/status/1244689691175247875","2020-03-30 18:15:22",1585592122,"Outrageous! Demanding @SenTomCotton to stop using ‘China Virus!’ We’ve seen 650+ cases of anti-Asian American attacks & FBI is warning of more attacks! It’s this racist language that puts Asians in danger! @RepGraceMeng @aaja @FBI @AAAJ_AAJC @SenKamalaHarris @SenDuckworthpic.twitter.com/OvutzHLIxI","<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en"">Outrageous! Demanding <a class=""twitter-atreply pretty-link js-nav"" data-mentioned-user-id=""968650362"" dir=""ltr"" href=""/SenTomCotton""><s>@</s><b>SenTomCotton</b></a> to stop using ‘China <strong>Virus</strong>!’ We’ve seen 650+ cases of <strong>anti</strong>-<strong>Asian</strong> American attacks &amp; FBI is warning of more attacks! It’s this racist language that puts Asians in danger! <a class=""twitter-atreply pretty-link js-nav"" data-mentioned-user-id=""1051127714"" dir=""ltr"" href=""/RepGraceMeng""><s>@</s><b>RepGraceMeng</b></a> <a class=""twitter-atreply pretty-link js-nav"" data-mentioned-user-id=""14602589"" dir=""ltr"" href=""/aaja""><s>@</s><b>aaja</b></a> <a class=""twitter-atreply pretty-link js-nav"" data-mentioned-user-id=""17629860"" dir=""ltr"" href=""/FBI""><s>@</s><b>FBI</b></a> <a class=""twitter-atreply pretty-link js-nav"" data-mentioned-user-id=""36196298"" dir=""ltr"" href=""/AAAJ_AAJC""><s>@</s><b>AAAJ_AAJC</b></a> <a class=""twitter-atreply pretty-link js-nav"" data-mentioned-user-id=""803694179079458816"" dir=""ltr"" href=""/SenKamalaHarris""><s>@</s><b>SenKamalaHarris</b></a> <a class=""twitter-atreply pretty-link js-nav"" data-mentioned-user-id=""1058520120"" dir=""ltr"" href=""/SenDuckworth""><s>@</s><b>SenDuckworth</b></a><a class=""twitter-timeline-link u-hidden"" data-pre-embedded=""true"" dir=""ltr"" href=""https://t.co/OvutzHLIxI"">pic.twitter.com/OvutzHLIxI</a></p>","[]","[]","True","['https://pbs.twimg.com/media/EUYGrNyWoAgeUSf.jpg']",NA,0,1,2,"True","False",NA,"[]",1244689691175247872
"150",155,"LateFines","Kylo Jen 🏳️‍🌈💗💜💙",30931587,1244671279023570944,"/LateFines/status/1244671279023570944","2020-03-30 17:02:12",1585587732,"The anti-Asian racism that's been on full display since the virus hit has been fucking disgusting. And this ""bat soup"" bullshit has been at the top of the fucking list of stupid shit people say without knowing what they're talking about just to show off their shitty bias.","<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en"">The <strong>anti</strong>-<strong>Asian</strong> racism that's been on full display since the <strong>virus</strong> hit has been fucking disgusting. And this ""bat soup"" bullshit has been at the top of the fucking list of stupid shit people say without knowing what they're talking about just to show off their shitty bias.</p>","[]","[]","False","[]",NA,0,0,1,"True","False",NA,"[]",1244671279023570944
"151",156,"kunenephindz","Phindile Kunene",370043904,1244670171463192576,"/kunenephindz/status/1244670171463192577","2020-03-30 16:57:48",1585587468,"I don't understand how Masechaba  didn't think that video would cause trouble. I mean Trump is on record talking about the ""Chinese virus"" & there has been quite a lot of anti-Asian racism linked to the virus. I don't get how she tried to redo Senyaka on such a serious matter.","<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en"">I don't understand how Masechaba  didn't think that video would cause trouble. I mean Trump is on record talking about the ""Chinese <strong>virus</strong>"" &amp; there has been quite a lot of <strong>anti</strong>-<strong>Asian</strong> racism linked to the <strong>virus</strong>. I don't get how she tried to redo Senyaka on such a serious matter.</p>","[]","[]","False","[]",NA,29,8,8,"True","False",NA,"[]",1244670171463192576
"152",157,"tomatofriedegg","囧囧囧",2715000050,1244659780779675648,"/tomatofriedegg/status/1244659780779675648","2020-03-30 16:16:31",1585584991,"“calling it the Chinese virus and insinuating that disaporic Chinese are in cahoots with the CCP to buy up the world’s stock of PPE is just the truth and doesn’t actually contribute to anti-Asian violence!” https://twitter.com/JamilSmith/status/1244630999993966598 …","<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""4"" lang=""en"">“calling it the Chinese <strong>virus</strong> and insinuating that disaporic Chinese are in cahoots with the CCP to buy up the world’s stock of PPE is just the truth and doesn’t actually contribute to <strong>anti</strong>-<strong>Asian</strong> violence!” <a class=""twitter-timeline-link u-hidden"" data-expanded-url=""https://twitter.com/JamilSmith/status/1244630999993966598"" dir=""ltr"" href=""https://t.co/jVOq7Msufm"" rel=""nofollow noopener"" target=""_blank"" title=""https://twitter.com/JamilSmith/status/1244630999993966598""><span class=""tco-ellipsis""></span><span class=""invisible"">https://</span><span class=""js-display-url"">twitter.com/JamilSmith/sta</span><span class=""invisible"">tus/1244630999993966598</span><span class=""tco-ellipsis""><span class=""invisible""> </span>…</span></a></p>","['https://twitter.com/JamilSmith/status/1244630999993966598']","[]","False","[]",NA,10,2,0,"False","False",NA,"[]",1244659780779675648
"153",158,"brownrecluseesq","brownrecluseesq",17323104,1244651199053336576,"/brownrecluseesq/status/1244651199053336580","2020-03-30 15:42:25",1585582945,"Racism is never logical, but anti-Asian-American racism bc of COVID-19 makes no sense. Asians are inherently diseased? If someone immigrated here 1, 20, or 100 years ago, what is the relationship to the virus? I guess people just need an excuse to hate.","<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en"">Racism is never logical, but <strong>anti</strong>-<strong>Asian</strong>-American racism bc of COVID-19 makes no sense. Asians are inherently diseased? If someone immigrated here 1, 20, or 100 years ago, what is the relationship to the <strong>virus</strong>? I guess people just need an excuse to hate.</p>","[]","[]","False","[]",NA,1,0,0,"False","False",NA,"[]",1244651199053336576
"154",159,"JeremyR1992","Jeremy Rosenberg",231938447,1244638325152964608,"/JeremyR1992/status/1244638325152964608","2020-03-30 14:51:15",1585579875,"A terror attack in Texas due to anti-Asian hatred and bigotry. THIS is why it is appalling and abhorrent to apply a nationality and ethnicity to a f*cking virus. https://twitter.com/JamilSmith/status/1244630999993966598 …","<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""4"" lang=""en"">A terror attack in Texas due to <strong>anti</strong>-<strong>Asian</strong> hatred and bigotry. THIS is why it is appalling and abhorrent to apply a nationality and ethnicity to a f*cking <strong>virus</strong>. <a class=""twitter-timeline-link u-hidden"" data-expanded-url=""https://twitter.com/JamilSmith/status/1244630999993966598"" dir=""ltr"" href=""https://t.co/C9FI2Jgwaw"" rel=""nofollow noopener"" target=""_blank"" title=""https://twitter.com/JamilSmith/status/1244630999993966598""><span class=""tco-ellipsis""></span><span class=""invisible"">https://</span><span class=""js-display-url"">twitter.com/JamilSmith/sta</span><span class=""invisible"">tus/1244630999993966598</span><span class=""tco-ellipsis""><span class=""invisible""> </span>…</span></a></p>","['https://twitter.com/JamilSmith/status/1244630999993966598']","[]","False","[]",NA,5,1,0,"False","False",NA,"[]",1244638325152964608
"155",160,"philschan","陳肇中 | Phil Chan",29433390,1244623492550713344,"/philschan/status/1244623492550713345","2020-03-30 13:52:19",1585576339,"Calling it the “Chinese virus” flares up anti-Asian sentiment and adds stress to your Asian American family, friends, neighbors, and colleagues - many of whom have no more ties to China or their regime than you do. 

Calling it COVID-19 does not. 

So, who you gonna be today?","<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en"">Calling it the “Chinese <strong>virus</strong>” flares up <strong>anti</strong>-<strong>Asian</strong> sentiment and adds stress to your <strong>Asian</strong> American family, friends, neighbors, and colleagues - many of whom have no more ties to China or their regime than you do. 

Calling it COVID-19 does not. 

So, who you gonna be today?</p>","[]","[]","False","[]",NA,9,2,0,"False","False",NA,"[]",1244623492550713344
"156",161,"gracefuloak6","Squirrel of Grace",3239263200,1244608309589610496,"/gracefuloak6/status/1244608309589610496","2020-03-30 12:51:59",1585572719,"I’m so heartbroken for this family and so angry right now for them and others. I see people joking around about the virus with anti-Asian slang &they think it’s hilarious and defending their reasons to call it that. This is why they’ve been asked to stop!  https://news.yahoo.com/federal-authorities-warn-increase-asian-004749098.html …","<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en"">I’m so heartbroken for this family and so angry right now for them and others. I see people joking around about the <strong>virus</strong> with <strong>anti</strong>-<strong>Asian</strong> slang &amp;they think it’s hilarious and defending their reasons to call it that. This is why they’ve been asked to stop!  <a class=""twitter-timeline-link u-hidden"" data-expanded-url=""https://news.yahoo.com/federal-authorities-warn-increase-asian-004749098.html"" dir=""ltr"" href=""https://t.co/xrT17YxWsl"" rel=""nofollow noopener"" target=""_blank"" title=""https://news.yahoo.com/federal-authorities-warn-increase-asian-004749098.html""><span class=""tco-ellipsis""></span><span class=""invisible"">https://</span><span class=""js-display-url"">news.yahoo.com/federal-author</span><span class=""invisible"">ities-warn-increase-asian-004749098.html</span><span class=""tco-ellipsis""><span class=""invisible""> </span>…</span></a></p>","['https://news.yahoo.com/federal-authorities-warn-increase-asian-004749098.html']","[]","False","[]",NA,0,0,0,"False","False",NA,"[]",1244608309589610496
"157",162,"eboy_shin","Baja Komblastiarati",1181022236150398976,1244529559682183168,"/eboy_shin/status/1244529559682183168","2020-03-30 07:39:03",1585553943,"I am seeing a lot of ""bat soup"" and otherwise anti-asian sentiment commentary on the TL this evening and I want to say
Pangolins have been found to carry ""Two groups of coronaviruses related to the virus behind the human pandemic "" https://www.bbc.com/news/science-environment-52048195 …
1/2","<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en"">I am seeing a lot of ""bat soup"" and otherwise <strong>anti</strong>-<strong>asian</strong> sentiment commentary on the TL this evening and I want to say
Pangolins have been found to carry ""Two groups of coronaviruses related to the <strong>virus</strong> behind the human pandemic "" <a class=""twitter-timeline-link"" data-expanded-url=""https://www.bbc.com/news/science-environment-52048195"" dir=""ltr"" href=""https://t.co/jg7xbN3MJS"" rel=""nofollow noopener"" target=""_blank"" title=""https://www.bbc.com/news/science-environment-52048195""><span class=""tco-ellipsis""></span><span class=""invisible"">https://www.</span><span class=""js-display-url"">bbc.com/news/science-e</span><span class=""invisible"">nvironment-52048195</span><span class=""tco-ellipsis""><span class=""invisible""> </span>…</span></a>
1/2</p>","['https://www.bbc.com/news/science-environment-52048195']","[]","False","[]",NA,2,0,1,"True","False",NA,"[]",1244529559682183168
"158",163,"repteezus","REPTARD, Divider of the Movement",1243827407791902720,1244467784462958592,"/repteezus/status/1244467784462958592","2020-03-30 03:33:35",1585539215,"Anti-asian racism is really kicking up a level with this virus and it was already very prevalent
Here for it tbh","<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en""><strong>Anti</strong>-<strong>asian</strong> racism is really kicking up a level with this <strong>virus</strong> and it was already very prevalent
Here for it tbh</p>","[]","[]","False","[]",NA,12,0,1,"True","False",NA,"[]",1244467784462958592
"159",164,"drricky","Doc Ricky",23395072,1244438141496430592,"/drricky/status/1244438141496430593","2020-03-30 01:35:48",1585532148,"A more detailed telling of anti Asian racism https://www.huffpost.com/entry/asian-american-racism-coronavirus_l_5e790a71c5b63c3b64954eb4 …

Via @HuffPost 

And yet many come to the aid of the term “Chinese virus”. Preemptive strike to avoid confronting the practice of casual racism?","<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en"">A more detailed telling of <strong>anti</strong> <strong>Asian</strong> racism <a class=""twitter-timeline-link"" data-expanded-url=""https://www.huffpost.com/entry/asian-american-racism-coronavirus_l_5e790a71c5b63c3b64954eb4"" dir=""ltr"" href=""https://t.co/BznivE0W8Z"" rel=""nofollow noopener"" target=""_blank"" title=""https://www.huffpost.com/entry/asian-american-racism-coronavirus_l_5e790a71c5b63c3b64954eb4""><span class=""tco-ellipsis""></span><span class=""invisible"">https://www.</span><span class=""js-display-url"">huffpost.com/entry/asian-am</span><span class=""invisible"">erican-racism-coronavirus_l_5e790a71c5b63c3b64954eb4</span><span class=""tco-ellipsis""><span class=""invisible""> </span>…</span></a>

Via <a class=""twitter-atreply pretty-link js-nav"" data-mentioned-user-id=""14511951"" dir=""ltr"" href=""/HuffPost""><s>@</s><b>HuffPost</b></a> 

And yet many come to the aid of the term “Chinese <strong>virus</strong>”. Preemptive strike to avoid confronting the practice of casual racism?</p>","['https://www.huffpost.com/entry/asian-american-racism-coronavirus_l_5e790a71c5b63c3b64954eb4']","[]","False","[]",NA,0,0,0,"False","False",NA,"[]",1244438141496430592
"160",165,"J59832579","James",797987199027294208,1241508743910547456,"/J59832579/status/1241508743910547462","2020-03-21 23:35:25",1584833725,"Calling it the Chinese virus may feel good, but it only inflames existing anti-Asian feelings. This is dangerous, putting all Asians at risk for blame, shame, & abuse from Americans already mad at China, & looking for a scape goat. It accomplishes nothing, please don't do it. https://twitter.com/RepAdamSchiff/status/1241504277048238080 …","<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""4"" lang=""en"">Calling it the Chinese <strong>virus</strong> may feel good, but it only inflames existing <strong>anti</strong>-<strong>Asian</strong> feelings. This is dangerous, putting all Asians at risk for blame, shame, &amp; abuse from Americans already mad at China, &amp; looking for a scape goat. It accomplishes nothing, please don't do it. <a class=""twitter-timeline-link u-hidden"" data-expanded-url=""https://twitter.com/RepAdamSchiff/status/1241504277048238080"" dir=""ltr"" href=""https://t.co/AFsT78qvwN"" rel=""nofollow noopener"" target=""_blank"" title=""https://twitter.com/RepAdamSchiff/status/1241504277048238080""><span class=""tco-ellipsis""></span><span class=""invisible"">https://</span><span class=""js-display-url"">twitter.com/RepAdamSchiff/</span><span class=""invisible"">status/1241504277048238080</span><span class=""tco-ellipsis""><span class=""invisible""> </span>…</span></a></p>","['https://twitter.com/RepAdamSchiff/status/1241504277048238080']","[]","False","[]",NA,0,0,0,"False","False",NA,"[]",1241508743910547456
"161",166,"eli_almightyy","Foreign",2164284963,1241507760019300352,"/eli_almightyy/status/1241507760019300352","2020-03-21 23:31:30",1584833490,"Chinese people had the virus, their government didn’t say shit and now the whole world suffering from it.  Fuck outta here with that Anti-Asian bullshit. https://twitter.com/nowthisnews/status/1241198596000829445 …","<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""4"" lang=""en"">Chinese people had the <strong>virus</strong>, their government didn’t say shit and now the whole world suffering from it.  Fuck outta here with that <strong>Anti</strong>-<strong>Asian</strong> bullshit. <a class=""twitter-timeline-link u-hidden"" data-expanded-url=""https://twitter.com/nowthisnews/status/1241198596000829445"" dir=""ltr"" href=""https://t.co/n1GxydcY5I"" rel=""nofollow noopener"" target=""_blank"" title=""https://twitter.com/nowthisnews/status/1241198596000829445""><span class=""tco-ellipsis""></span><span class=""invisible"">https://</span><span class=""js-display-url"">twitter.com/nowthisnews/st</span><span class=""invisible"">atus/1241198596000829445</span><span class=""tco-ellipsis""><span class=""invisible""> </span>…</span></a></p>","['https://twitter.com/nowthisnews/status/1241198596000829445']","[]","False","[]",NA,0,0,0,"False","False",NA,"[]",1241507760019300352
"162",167,"jovanna_mullin","Jovanna",1021408242986110976,1241491070363602944,"/jovanna_mullin/status/1241491070363602946","2020-03-21 22:25:11",1584829511,"this is the real anti-asian racism we should be concerned about. not “chinese virus” https://twitter.com/MrAndyNgo/status/1241407020596482048 …","<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""4"" lang=""en"">this is the real <strong>anti</strong>-<strong>asian</strong> racism we should be concerned about. not “chinese <strong>virus</strong>” <a class=""twitter-timeline-link u-hidden"" data-expanded-url=""https://twitter.com/MrAndyNgo/status/1241407020596482048"" dir=""ltr"" href=""https://t.co/NG21fyXrXr"" rel=""nofollow noopener"" target=""_blank"" title=""https://twitter.com/MrAndyNgo/status/1241407020596482048""><span class=""tco-ellipsis""></span><span class=""invisible"">https://</span><span class=""js-display-url"">twitter.com/MrAndyNgo/stat</span><span class=""invisible"">us/1241407020596482048</span><span class=""tco-ellipsis""><span class=""invisible""> </span>…</span></a></p>","['https://twitter.com/MrAndyNgo/status/1241407020596482048']","[]","False","[]",NA,18,6,2,"True","False",NA,"[]",1241491070363602944
"163",168,"lilaznfeminist","ig: @intersectional.abc",899396287665246208,1241484204241649664,"/lilaznfeminist/status/1241484204241649664","2020-03-21 21:57:54",1584827874,"Calling Covid19 the ""Chinese virus"" or the ""Wuhan virus"" IS RACIST. It contributes to a historically sinophobic (Chinese Exclusion Act) and xenophobic America, and evidenced by skyrocketing Anti-Asian sentiments and attacks. You're blaming the pandemic on an ethnicity. Do better.","<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en"">Calling Covid19 the ""Chinese <strong>virus</strong>"" or the ""Wuhan <strong>virus</strong>"" IS RACIST. It contributes to a historically sinophobic (Chinese Exclusion Act) and xenophobic America, and evidenced by skyrocketing <strong>Anti</strong>-<strong>Asian</strong> sentiments and attacks. You're blaming the pandemic on an ethnicity. Do better.</p>","[]","[]","False","[]",NA,24,8,2,"True","False",NA,"[]",1241484204241649664
"164",169,"anetplurth","Violet",714174208117321728,1241477199800209408,"/anetplurth/status/1241477199800209409","2020-03-21 21:30:04",1584826204,"I love how people who DON'T HAVE TO WORRY ABOUT ANTI ASIAN rhetoric want to say 'Chinese virus' is totally okay. Uhh huh, of course it is for YOU and YOURS https://twitter.com/marklevinshow/status/1241341335061303297 …","<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""4"" lang=""en"">I love how people who DON'T HAVE TO WORRY ABOUT <strong>ANTI</strong> <strong>ASIAN</strong> rhetoric want to say 'Chinese <strong>virus</strong>' is totally okay. Uhh huh, of course it is for YOU and YOURS<img alt=""🙄"" aria-label=""Emoji: Face with rolling eyes"" class=""Emoji Emoji--forText"" draggable=""false"" src=""https://abs.twimg.com/emoji/v2/72x72/1f644.png"" title=""Face with rolling eyes""/> <a class=""twitter-timeline-link u-hidden"" data-expanded-url=""https://twitter.com/marklevinshow/status/1241341335061303297"" dir=""ltr"" href=""https://t.co/GI8TcAVHc7"" rel=""nofollow noopener"" target=""_blank"" title=""https://twitter.com/marklevinshow/status/1241341335061303297""><span class=""tco-ellipsis""></span><span class=""invisible"">https://</span><span class=""js-display-url"">twitter.com/marklevinshow/</span><span class=""invisible"">status/1241341335061303297</span><span class=""tco-ellipsis""><span class=""invisible""> </span>…</span></a></p>","['https://twitter.com/marklevinshow/status/1241341335061303297']","[]","False","[]",NA,0,0,0,"False","False",NA,"[]",1241477199800209408
"165",170,"konaflower","Glenda",25698890,1241469680474132480,"/konaflower/status/1241469680474132481","2020-03-21 21:00:11",1584824411,"I'm Caucasian and highly offended by Trump calling this the Chinese virus.  He is purposely trying to stir up anti-Asian sentiment and it is disgusting.  He's a racist creep. https://twitter.com/GeorgeTakei/status/1241467432428077060 …","<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""4"" lang=""en"">I'm Caucasian and highly offended by Trump calling this the Chinese <strong>virus</strong>.  He is purposely trying to stir up <strong>anti</strong>-<strong>Asian</strong> sentiment and it is disgusting.  He's a racist creep. <a class=""twitter-timeline-link u-hidden"" data-expanded-url=""https://twitter.com/GeorgeTakei/status/1241467432428077060"" dir=""ltr"" href=""https://t.co/KehygOSP8l"" rel=""nofollow noopener"" target=""_blank"" title=""https://twitter.com/GeorgeTakei/status/1241467432428077060""><span class=""tco-ellipsis""></span><span class=""invisible"">https://</span><span class=""js-display-url"">twitter.com/GeorgeTakei/st</span><span class=""invisible"">atus/1241467432428077060</span><span class=""tco-ellipsis""><span class=""invisible""> </span>…</span></a></p>","['https://twitter.com/GeorgeTakei/status/1241467432428077060']","[]","False","[]",NA,1,0,0,"False","False",NA,"[]",1241469680474132480
